0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.50461771889046,49.61134380914903,40.59851634486026,33.17858756071507,27.09272702652855,22.115205824806303,18.05310303278131,14.743648537623825,12.050593186678684,9.86043264769331,8.07897111367339
114.6691341007889,95.47861584475034,78.99128517755233,65.04941859093849,53.39222155752605,43.72413324281328,35.75287340373143,29.208966019787027,23.85407513565342,19.482862598959755,15.921337871614343
158.49289378541897,135.0537691302311,113.62373982210639,94.70870499792734,78.40943558288413,64.59937388717783,53.038614048710166,43.444274795377595,35.531442627997876,29.03492271566044,23.718997633585936
190.53911180958536,166.99781983648086,143.4649742252189,121.44013022722334,101.67868650084388,84.45169100622456,69.73602004900738,57.346633117529095,47.023774240005096,38.48672139672503,31.464346760802854
211.53478176002605,191.1734991600853,168.10670296551933,144.82930692696684,122.87145351457153,103.05059243261542,85.69506293149973,70.82295985347815,58.274776130020854,47.804401730026356,39.13704279904896
223.38363058971834,208.27713899498488,187.65405449843414,164.74738559920863,141.8050536565174,120.23457956484323,100.79612670022635,83.7929649034325,69.2337532068252,56.957011377485806,46.71832472596937
228.2983276386817,219.41963001369857,202.54985245060178,181.2897181963387,158.42745463208962,135.91087025220952,114.9527628503019,96.19116472037459,79.8562480154697,65.91631757989286,54.19089300962412
228.29228753250362,225.80698134425361,213.40797784015635,194.70206350256413,172.78997307707806,150.04793985413073,128.11097507564,107.96774434939029,90.10479678305109,74.65703284380561,61.538749327221325
224.9826905517721,228.55376477426117,220.8889785278399,205.31312351279928,185.01700605970223,162.66434878126813,140.24619753414922,119.08836093291374,99.94929852717169,83.15710550663026,68.74725816082753
219.5753553974245,228.60251149187175,225.62243498880392,213.48338375398941,195.2783074914599,173.81645462039683,151.3589896750006,129.53297721389976,109.36699111350126,91.39790136432576,75.80325827932623
212.92702728552362,226.70788201646806,228.16764018524694,219.56947502139695,203.76652634007064,183.58680178880152,161.47006370402954,139.2943328301337,118.34211638746473,99.364248759751,82.69514981719057
205.62602259938305,223.45285670059607,228.9996703181283,223.90311509973444,210.68054775940217,192.07436441495557,170.61556212813412,148.37604081828306,126.86538688950273,107.04436912304044,89.41294246637517
198.065435046929,219.2769005254494,228.51034454857157,226.7810967902932,216.21427563904464,199.3860879593933,178.8426638784369,156.79065684684838,134.93330616725484,114.42972018541289,95.94826246064838
190.5011205414332,214.50585630758587,227.01627413988166,228.4616276410623,220.54896677247947,205.63134213572326,186.2056228552619,164.55776062164003,142.54742156725374,121.51477027707824,102.29431073251776
183.09456231913666,209.37770067303035,224.76968218750454,229.16516489505605,223.85027407574503,210.9174107931196,192.7628149105027,171.70223237738617,149.71355374701434,128.29673535066416,108.4458098149955
175.94335212116368,204.06454465523055,221.96961355270645,229.07743201409951,226.266070300452,215.34624676273987,198.57424982795274,178.2527376523929,156.44105146028278,134.77529263661532,114.39891814624951
169.10237383026075,198.68926348556377,218.7715839077367,228.35340618762103,227.92703390624575,219.0131151650601,203.6996640071972,184.24040319871665,162.74208625068133,140.9522725479395,120.15115078536103
162.5983212355567,193.33839389942952,215.29683311851178,227.12151925446292,228.94726005094932,222.00558270806536,208.19720369587424,189.69773537808615,168.63101875425914,146.83137611702475,125.70123930058223
156.43955928927622,188.07186447270007,211.6391690441447,225.4875754910757,229.42559799423913,224.40318788242163,212.1224047501903,194.65776206202187,174.12380650923734,152.41789170945478,131.04903207906435
150.6227805960615,182.93019023454966,207.8708736275789,223.5384752996348,229.44727162436763,226.2775769329172,215.527606720404,199.1533544938042,179.2375111463207,157.71838101633736,136.19540801912916
